LocationID,Location Description,Location Groups,Community Area ID,Community Area,Major SubRegion,Major Region
4246,ATHLETIC CLUB,Business,26,WEST GARFIELD PARK,West Side,West Side
4247,ATM (AUTOMATIC TELLER MACHINE),Outside,26,WEST GARFIELD PARK,West Side,West Side
4248,AUTO,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4249,AUTO/BOAT/RV DEALERSHIP,Business,26,WEST GARFIELD PARK,West Side,West Side
4250,BANK,Business,26,WEST GARFIELD PARK,West Side,West Side
4252,BAR OR TAVERN,Business,26,WEST GARFIELD PARK,West Side,West Side
4253,BARBERSHOP,Business,26,WEST GARFIELD PARK,West Side,West Side
4254,BARBERSHOP/BEAUTY SALON,Business,26,WEST GARFIELD PARK,West Side,West Side
4258,BOWLING ALLEY,Business,26,WEST GARFIELD PARK,West Side,West Side
4259,BRIDGE,Outside,26,WEST GARFIELD PARK,West Side,West Side
4260,CAR WASH,Business,26,WEST GARFIELD PARK,West Side,West Side
4262,CHA APARTMENT,Apartment,26,WEST GARFIELD PARK,West Side,West Side
4266,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,26,WEST GARFIELD PARK,West Side,West Side
4269,CHA PARKING LOT/GROUNDS,Outside,26,WEST GARFIELD PARK,West Side,West Side
4273,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,26,WEST GARFIELD PARK,West Side,West Side
4275,CLEANING STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4277,COIN OPERATED MACHINE,Business,26,WEST GARFIELD PARK,West Side,West Side
4278,COLLEGE/UNIVERSITY GROUNDS,Outside,26,WEST GARFIELD PARK,West Side,West Side
4280,COMMERCIAL/BUSINESS OFFICE,Business,26,WEST GARFIELD PARK,West Side,West Side
4281,CONSTRUCTION SITE,Business,26,WEST GARFIELD PARK,West Side,West Side
4282,CONVENIENCE STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4286,CTA BUS,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4287,CTA BUS STOP,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4288,CTA GARAGE/OTHER PROPERTY,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4289,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4290,CTA PLATFORM,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4292,CTA STATION,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4294,CTA TRACKS-RIGHT OF WAY,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4295,CTA TRAIN,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4296,CURRENCY EXCHANGE,Business,26,WEST GARFIELD PARK,West Side,West Side
4297,DAY CARE CENTER,Business,26,WEST GARFIELD PARK,West Side,West Side
4298,DELIVERY TRUCK,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4299,DEPARTMENT STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4301,DRIVEWAY-RESIDENTIAL,Outside,26,WEST GARFIELD PARK,West Side,West Side
4302,DRUG STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4305,FACTORY/MANUFACTURING BUILDING,Business,26,WEST GARFIELD PARK,West Side,West Side
4308,FIRE STATION,Business,26,WEST GARFIELD PARK,West Side,West Side
4310,GANGWAY,Outside,26,WEST GARFIELD PARK,West Side,West Side
4313,GAS STATION,Business,26,WEST GARFIELD PARK,West Side,West Side
4314,GAS STATION DRIVE/PROPERTY,Outside,26,WEST GARFIELD PARK,West Side,West Side
4316,GOVERNMENT BUILDING/PROPERTY,Business,26,WEST GARFIELD PARK,West Side,West Side
4317,GROCERY FOOD STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4318,HALLWAY,Apartment,26,WEST GARFIELD PARK,West Side,West Side
4319,HIGHWAY/EXPRESSWAY,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4322,HOSPITAL BUILDING/GROUNDS,Business,26,WEST GARFIELD PARK,West Side,West Side
4324,HOTEL/MOTEL,Business,26,WEST GARFIELD PARK,West Side,West Side
4325,HOUSE,Residence,26,WEST GARFIELD PARK,West Side,West Side
4326,JAIL/LOCK-UP FACILITY,Business,26,WEST GARFIELD PARK,West Side,West Side
4332,LIBRARY,Business,26,WEST GARFIELD PARK,West Side,West Side
4333,LIQUOR STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4334,MEDICAL/DENTAL OFFICE,Business,26,WEST GARFIELD PARK,West Side,West Side
4336,MOVIE HOUSE/THEATER,Business,26,WEST GARFIELD PARK,West Side,West Side
4337,NEWSSTAND,Outside,26,WEST GARFIELD PARK,West Side,West Side
4339,NURSING HOME/RETIREMENT HOME,Business,26,WEST GARFIELD PARK,West Side,West Side
4340,Not Specified,Not Specified,26,WEST GARFIELD PARK,West Side,West Side
4342,OTHER,Other,26,WEST GARFIELD PARK,West Side,West Side
4343,OTHER (SPECIFY),Other,26,WEST GARFIELD PARK,West Side,West Side
4344,OTHER COMMERCIAL TRANSPORTATION,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4345,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4346,PARK PROPERTY,Outside,26,WEST GARFIELD PARK,West Side,West Side
4347,PARKING LOT,Outside,26,WEST GARFIELD PARK,West Side,West Side
4348,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,26,WEST GARFIELD PARK,West Side,West Side
4349,PAWN SHOP,Business,26,WEST GARFIELD PARK,West Side,West Side
4351,POLICE FACILITY/VEHICLE PARKING LOT,Business,26,WEST GARFIELD PARK,West Side,West Side
4352,POOLROOM,Business,26,WEST GARFIELD PARK,West Side,West Side
4353,PORCH,Residence,26,WEST GARFIELD PARK,West Side,West Side
4356,RESIDENCE,Residence,26,WEST GARFIELD PARK,West Side,West Side
4357,RESIDENCE-GARAGE,Residence,26,WEST GARFIELD PARK,West Side,West Side
4358,RESIDENCE-PORCH/HALLWAY,Residence,26,WEST GARFIELD PARK,West Side,West Side
4359,RESIDENCE-YARD (FRONT/BACK),Residence,26,WEST GARFIELD PARK,West Side,West Side
4360,RESTAURANT,Business,26,WEST GARFIELD PARK,West Side,West Side
4361,RETAIL STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4365,SAVINGS AND LOAN,Business,26,WEST GARFIELD PARK,West Side,West Side
4367,SCHOOL-PRIVATE BUILDING,Business,26,WEST GARFIELD PARK,West Side,West Side
4368,SCHOOL-PRIVATE GROUNDS,Outside,26,WEST GARFIELD PARK,West Side,West Side
4369,SCHOOL-PUBLIC BUILDING,Business,26,WEST GARFIELD PARK,West Side,West Side
4370,SCHOOL-PUBLIC GROUNDS,Outside,26,WEST GARFIELD PARK,West Side,West Side
4371,SIDEWALK,Outside,26,WEST GARFIELD PARK,West Side,West Side
4372,SMALL RETAIL STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4373,SPORTS ARENA/STADIUM,Business,26,WEST GARFIELD PARK,West Side,West Side
4375,STREET,Street,26,WEST GARFIELD PARK,West Side,West Side
4377,TAVERN/LIQUOR STORE,Business,26,WEST GARFIELD PARK,West Side,West Side
4378,TAXICAB,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4381,VACANT LOT,Outside,26,WEST GARFIELD PARK,West Side,West Side
4382,VACANT LOT/LAND,Outside,26,WEST GARFIELD PARK,West Side,West Side
4383,VEHICLE NON-COMMERCIAL,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4384,VEHICLE-COMMERCIAL,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4387,VEHICLE-DELIVERY TRUCK,Transportation,26,WEST GARFIELD PARK,West Side,West Side
4389,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,26,WEST GARFIELD PARK,West Side,West Side
4391,WAREHOUSE,Business,26,WEST GARFIELD PARK,West Side,West Side
4393,YARD,Outside,26,WEST GARFIELD PARK,West Side,West Side
4395,ABANDONED BUILDING,Building,27,EAST GARFIELD PARK,West Side,West Side
4407,AIRPORT TERMINAL UPPER LEVEL-SECURE AREA,Air Travel,27,EAST GARFIELD PARK,West Side,West Side
4408,AIRPORT TRANSPORTATION SYSTEM (ATS),Air Travel,27,EAST GARFIELD PARK,West Side,West Side
4409,AIRPORT VENDING ESTABLISHMENT,Air Travel,27,EAST GARFIELD PARK,West Side,West Side
4411,ALLEY,Outside,27,EAST GARFIELD PARK,West Side,West Side
4412,ANIMAL HOSPITAL,Business,27,EAST GARFIELD PARK,West Side,West Side
4413,APARTMENT,Apartment,27,EAST GARFIELD PARK,West Side,West Side
4414,APPLIANCE STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4415,ATHLETIC CLUB,Business,27,EAST GARFIELD PARK,West Side,West Side
4416,ATM (AUTOMATIC TELLER MACHINE),Outside,27,EAST GARFIELD PARK,West Side,West Side
4417,AUTO,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4418,AUTO/BOAT/RV DEALERSHIP,Business,27,EAST GARFIELD PARK,West Side,West Side
4419,BANK,Business,27,EAST GARFIELD PARK,West Side,West Side
4421,BAR OR TAVERN,Business,27,EAST GARFIELD PARK,West Side,West Side
4422,BARBERSHOP,Business,27,EAST GARFIELD PARK,West Side,West Side
4428,BRIDGE,Outside,27,EAST GARFIELD PARK,West Side,West Side
4429,CAR WASH,Business,27,EAST GARFIELD PARK,West Side,West Side
4431,CHA APARTMENT,Apartment,27,EAST GARFIELD PARK,West Side,West Side
4435,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,27,EAST GARFIELD PARK,West Side,West Side
4437,CHA PARKING LOT,Outside,27,EAST GARFIELD PARK,West Side,West Side
4438,CHA PARKING LOT/GROUNDS,Outside,27,EAST GARFIELD PARK,West Side,West Side
4442,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,27,EAST GARFIELD PARK,West Side,West Side
4444,CLEANING STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4446,COIN OPERATED MACHINE,Business,27,EAST GARFIELD PARK,West Side,West Side
4449,COMMERCIAL/BUSINESS OFFICE,Business,27,EAST GARFIELD PARK,West Side,West Side
4450,CONSTRUCTION SITE,Business,27,EAST GARFIELD PARK,West Side,West Side
4451,CONVENIENCE STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4452,CREDIT UNION,Business,27,EAST GARFIELD PARK,West Side,West Side
4455,CTA BUS,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4456,CTA BUS STOP,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4457,CTA GARAGE/OTHER PROPERTY,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4458,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4459,CTA PLATFORM,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4461,CTA STATION,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4463,CTA TRACKS-RIGHT OF WAY,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4464,CTA TRAIN,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4465,CURRENCY EXCHANGE,Business,27,EAST GARFIELD PARK,West Side,West Side
4466,DAY CARE CENTER,Business,27,EAST GARFIELD PARK,West Side,West Side
4468,DEPARTMENT STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4470,DRIVEWAY-RESIDENTIAL,Outside,27,EAST GARFIELD PARK,West Side,West Side
4471,DRUG STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4474,FACTORY/MANUFACTURING BUILDING,Business,27,EAST GARFIELD PARK,West Side,West Side
4476,FEDERAL BUILDING,Business,27,EAST GARFIELD PARK,West Side,West Side
4482,GAS STATION,Business,27,EAST GARFIELD PARK,West Side,West Side
4483,GAS STATION DRIVE/PROPERTY,Outside,27,EAST GARFIELD PARK,West Side,West Side
4485,GOVERNMENT BUILDING/PROPERTY,Business,27,EAST GARFIELD PARK,West Side,West Side
4486,GROCERY FOOD STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4488,HIGHWAY/EXPRESSWAY,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4491,HOSPITAL BUILDING/GROUNDS,Business,27,EAST GARFIELD PARK,West Side,West Side
4492,HOTEL,Business,27,EAST GARFIELD PARK,West Side,West Side
4493,HOTEL/MOTEL,Business,27,EAST GARFIELD PARK,West Side,West Side
4494,HOUSE,Residence,27,EAST GARFIELD PARK,West Side,West Side
4495,JAIL/LOCK-UP FACILITY,Business,27,EAST GARFIELD PARK,West Side,West Side
4503,MEDICAL/DENTAL OFFICE,Business,27,EAST GARFIELD PARK,West Side,West Side
4508,NURSING HOME/RETIREMENT HOME,Business,27,EAST GARFIELD PARK,West Side,West Side
4509,Not Specified,Not Specified,27,EAST GARFIELD PARK,West Side,West Side
4511,OTHER,Other,27,EAST GARFIELD PARK,West Side,West Side
4512,OTHER (SPECIFY),Other,27,EAST GARFIELD PARK,West Side,West Side
4513,OTHER COMMERCIAL TRANSPORTATION,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4514,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4515,PARK PROPERTY,Outside,27,EAST GARFIELD PARK,West Side,West Side
4516,PARKING LOT,Outside,27,EAST GARFIELD PARK,West Side,West Side
4517,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,27,EAST GARFIELD PARK,West Side,West Side
4520,POLICE FACILITY/VEHICLE PARKING LOT,Business,27,EAST GARFIELD PARK,West Side,West Side
4521,POOLROOM,Business,27,EAST GARFIELD PARK,West Side,West Side
4522,PORCH,Residence,27,EAST GARFIELD PARK,West Side,West Side
4525,RESIDENCE,Residence,27,EAST GARFIELD PARK,West Side,West Side
4526,RESIDENCE-GARAGE,Residence,27,EAST GARFIELD PARK,West Side,West Side
4527,RESIDENCE-PORCH/HALLWAY,Residence,27,EAST GARFIELD PARK,West Side,West Side
4528,RESIDENCE-YARD (FRONT/BACK),Residence,27,EAST GARFIELD PARK,West Side,West Side
4529,RESTAURANT,Business,27,EAST GARFIELD PARK,West Side,West Side
4534,SAVINGS AND LOAN,Business,27,EAST GARFIELD PARK,West Side,West Side
4536,SCHOOL-PRIVATE BUILDING,Business,27,EAST GARFIELD PARK,West Side,West Side
4537,SCHOOL-PRIVATE GROUNDS,Outside,27,EAST GARFIELD PARK,West Side,West Side
4538,SCHOOL-PUBLIC BUILDING,Business,27,EAST GARFIELD PARK,West Side,West Side
4539,SCHOOL-PUBLIC GROUNDS,Outside,27,EAST GARFIELD PARK,West Side,West Side
4540,SIDEWALK,Outside,27,EAST GARFIELD PARK,West Side,West Side
4541,SMALL RETAIL STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4542,SPORTS ARENA/STADIUM,Business,27,EAST GARFIELD PARK,West Side,West Side
4544,STREET,Street,27,EAST GARFIELD PARK,West Side,West Side
4546,TAVERN/LIQUOR STORE,Business,27,EAST GARFIELD PARK,West Side,West Side
4547,TAXICAB,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4550,VACANT LOT,Outside,27,EAST GARFIELD PARK,West Side,West Side
4551,VACANT LOT/LAND,Outside,27,EAST GARFIELD PARK,West Side,West Side
4552,VEHICLE NON-COMMERCIAL,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4553,VEHICLE-COMMERCIAL,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4554,VEHICLE-COMMERCIAL-ENTERTAINMENT/PARTY BUS,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4556,VEHICLE-DELIVERY TRUCK,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4557,VEHICLE-OTHER RIDE SERVICE,Transportation,27,EAST GARFIELD PARK,West Side,West Side
4558,"VEHICLE-OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",Transportation,27,EAST GARFIELD PARK,West Side,West Side
4559,VESTIBULE,Apartment,27,EAST GARFIELD PARK,West Side,West Side
4560,WAREHOUSE,Business,27,EAST GARFIELD PARK,West Side,West Side
4562,YARD,Outside,27,EAST GARFIELD PARK,West Side,West Side
4564,ABANDONED BUILDING,Building,28,NEAR WEST SIDE,West Side,West Side
4565,AIRCRAFT,Air Travel,28,NEAR WEST SIDE,West Side,West Side
4566,AIRPORT BUILDING NON-TERMINAL-NON-SECURE AREA,Air Travel,28,NEAR WEST SIDE,West Side,West Side
4570,AIRPORT PARKING LOT,Air Travel,28,NEAR WEST SIDE,West Side,West Side
4571,AIRPORT TERMINAL LOWER LEVEL-NON-SECURE AREA,Air Travel,28,NEAR WEST SIDE,West Side,West Side
4580,ALLEY,Outside,28,NEAR WEST SIDE,West Side,West Side
4581,ANIMAL HOSPITAL,Business,28,NEAR WEST SIDE,West Side,West Side
4582,APARTMENT,Apartment,28,NEAR WEST SIDE,West Side,West Side
4583,APPLIANCE STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4584,ATHLETIC CLUB,Business,28,NEAR WEST SIDE,West Side,West Side
4585,ATM (AUTOMATIC TELLER MACHINE),Outside,28,NEAR WEST SIDE,West Side,West Side
4586,AUTO,Transportation,28,NEAR WEST SIDE,West Side,West Side
4587,AUTO/BOAT/RV DEALERSHIP,Business,28,NEAR WEST SIDE,West Side,West Side
4588,BANK,Business,28,NEAR WEST SIDE,West Side,West Side
4590,BAR OR TAVERN,Business,28,NEAR WEST SIDE,West Side,West Side
4591,BARBERSHOP,Business,28,NEAR WEST SIDE,West Side,West Side
4595,BOAT/WATERCRAFT,Transportation,28,NEAR WEST SIDE,West Side,West Side
4596,BOWLING ALLEY,Business,28,NEAR WEST SIDE,West Side,West Side
4597,BRIDGE,Outside,28,NEAR WEST SIDE,West Side,West Side
4598,CAR WASH,Business,28,NEAR WEST SIDE,West Side,West Side
4599,CEMETARY,Outside,28,NEAR WEST SIDE,West Side,West Side
4600,CHA APARTMENT,Apartment,28,NEAR WEST SIDE,West Side,West Side
4602,CHA GROUNDS,Outside,28,NEAR WEST SIDE,West Side,West Side
4604,CHA HALLWAY/STAIRWELL/ELEVATOR,Building,28,NEAR WEST SIDE,West Side,West Side
4606,CHA PARKING LOT,Outside,28,NEAR WEST SIDE,West Side,West Side
4607,CHA PARKING LOT/GROUNDS,Outside,28,NEAR WEST SIDE,West Side,West Side
4611,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,Business,28,NEAR WEST SIDE,West Side,West Side
4613,CLEANING STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4615,COIN OPERATED MACHINE,Business,28,NEAR WEST SIDE,West Side,West Side
4616,COLLEGE/UNIVERSITY GROUNDS,Outside,28,NEAR WEST SIDE,West Side,West Side
4617,COLLEGE/UNIVERSITY RESIDENCE HALL,Apartment,28,NEAR WEST SIDE,West Side,West Side
4618,COMMERCIAL/BUSINESS OFFICE,Business,28,NEAR WEST SIDE,West Side,West Side
4619,CONSTRUCTION SITE,Business,28,NEAR WEST SIDE,West Side,West Side
4620,CONVENIENCE STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4621,CREDIT UNION,Business,28,NEAR WEST SIDE,West Side,West Side
4623,"CTA ""L"" TRAIN",Transportation,28,NEAR WEST SIDE,West Side,West Side
4624,CTA BUS,Transportation,28,NEAR WEST SIDE,West Side,West Side
4625,CTA BUS STOP,Transportation,28,NEAR WEST SIDE,West Side,West Side
4626,CTA GARAGE/OTHER PROPERTY,Transportation,28,NEAR WEST SIDE,West Side,West Side
4627,CTA PARKING LOT/GARAGE/OTHER PROPERTY,Transportation,28,NEAR WEST SIDE,West Side,West Side
4628,CTA PLATFORM,Transportation,28,NEAR WEST SIDE,West Side,West Side
4630,CTA STATION,Transportation,28,NEAR WEST SIDE,West Side,West Side
4632,CTA TRACKS-RIGHT OF WAY,Transportation,28,NEAR WEST SIDE,West Side,West Side
4633,CTA TRAIN,Transportation,28,NEAR WEST SIDE,West Side,West Side
4634,CURRENCY EXCHANGE,Business,28,NEAR WEST SIDE,West Side,West Side
4635,DAY CARE CENTER,Business,28,NEAR WEST SIDE,West Side,West Side
4636,DELIVERY TRUCK,Transportation,28,NEAR WEST SIDE,West Side,West Side
4637,DEPARTMENT STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4639,DRIVEWAY-RESIDENTIAL,Outside,28,NEAR WEST SIDE,West Side,West Side
4640,DRUG STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4643,FACTORY/MANUFACTURING BUILDING,Business,28,NEAR WEST SIDE,West Side,West Side
4645,FEDERAL BUILDING,Business,28,NEAR WEST SIDE,West Side,West Side
4646,FIRE STATION,Business,28,NEAR WEST SIDE,West Side,West Side
4647,FOREST PRESERVE,Outside,28,NEAR WEST SIDE,West Side,West Side
4651,GAS STATION,Business,28,NEAR WEST SIDE,West Side,West Side
4652,GAS STATION DRIVE/PROPERTY,Outside,28,NEAR WEST SIDE,West Side,West Side
4654,GOVERNMENT BUILDING/PROPERTY,Business,28,NEAR WEST SIDE,West Side,West Side
4655,GROCERY FOOD STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4656,HALLWAY,Apartment,28,NEAR WEST SIDE,West Side,West Side
4657,HIGHWAY/EXPRESSWAY,Transportation,28,NEAR WEST SIDE,West Side,West Side
4658,HORSE STABLE,Outside,28,NEAR WEST SIDE,West Side,West Side
4659,HOSPITAL,Business,28,NEAR WEST SIDE,West Side,West Side
4660,HOSPITAL BUILDING/GROUNDS,Business,28,NEAR WEST SIDE,West Side,West Side
4662,HOTEL/MOTEL,Business,28,NEAR WEST SIDE,West Side,West Side
4663,HOUSE,Residence,28,NEAR WEST SIDE,West Side,West Side
4664,JAIL/LOCK-UP FACILITY,Business,28,NEAR WEST SIDE,West Side,West Side
4665,KENNEL,Outside,28,NEAR WEST SIDE,West Side,West Side
4668,LAKEFRONT/WATERFRONT/RIVERBANK,Outside,28,NEAR WEST SIDE,West Side,West Side
4670,LIBRARY,Business,28,NEAR WEST SIDE,West Side,West Side
4672,MEDICAL/DENTAL OFFICE,Business,28,NEAR WEST SIDE,West Side,West Side
4674,MOVIE HOUSE/THEATER,Business,28,NEAR WEST SIDE,West Side,West Side
4675,NEWSSTAND,Outside,28,NEAR WEST SIDE,West Side,West Side
4677,NURSING HOME/RETIREMENT HOME,Business,28,NEAR WEST SIDE,West Side,West Side
4678,Not Specified,Not Specified,28,NEAR WEST SIDE,West Side,West Side
4680,OTHER,Other,28,NEAR WEST SIDE,West Side,West Side
4681,OTHER (SPECIFY),Other,28,NEAR WEST SIDE,West Side,West Side
4682,OTHER COMMERCIAL TRANSPORTATION,Transportation,28,NEAR WEST SIDE,West Side,West Side
4683,OTHER RAILROAD PROPERTY/TRAIN DEPOT,Transportation,28,NEAR WEST SIDE,West Side,West Side
4684,PARK PROPERTY,Outside,28,NEAR WEST SIDE,West Side,West Side
4685,PARKING LOT,Outside,28,NEAR WEST SIDE,West Side,West Side
4686,PARKING LOT/GARAGE (NON RESIDENTIAL),Outside,28,NEAR WEST SIDE,West Side,West Side
4687,PAWN SHOP,Business,28,NEAR WEST SIDE,West Side,West Side
4689,POLICE FACILITY/VEHICLE PARKING LOT,Business,28,NEAR WEST SIDE,West Side,West Side
4690,POOLROOM,Business,28,NEAR WEST SIDE,West Side,West Side
4691,PORCH,Residence,28,NEAR WEST SIDE,West Side,West Side
4694,RESIDENCE,Residence,28,NEAR WEST SIDE,West Side,West Side
4695,RESIDENCE-GARAGE,Residence,28,NEAR WEST SIDE,West Side,West Side
4696,RESIDENCE-PORCH/HALLWAY,Residence,28,NEAR WEST SIDE,West Side,West Side
4697,RESIDENCE-YARD (FRONT/BACK),Residence,28,NEAR WEST SIDE,West Side,West Side
4698,RESTAURANT,Business,28,NEAR WEST SIDE,West Side,West Side
4703,SAVINGS AND LOAN,Business,28,NEAR WEST SIDE,West Side,West Side
4704,SCHOOL YARD,Outside,28,NEAR WEST SIDE,West Side,West Side
4705,SCHOOL-PRIVATE BUILDING,Business,28,NEAR WEST SIDE,West Side,West Side
4706,SCHOOL-PRIVATE GROUNDS,Outside,28,NEAR WEST SIDE,West Side,West Side
4707,SCHOOL-PUBLIC BUILDING,Business,28,NEAR WEST SIDE,West Side,West Side
4708,SCHOOL-PUBLIC GROUNDS,Outside,28,NEAR WEST SIDE,West Side,West Side
4709,SIDEWALK,Outside,28,NEAR WEST SIDE,West Side,West Side
4710,SMALL RETAIL STORE,Business,28,NEAR WEST SIDE,West Side,West Side
4711,SPORTS ARENA/STADIUM,Business,28,NEAR WEST SIDE,West Side,West Side
4713,STREET,Street,28,NEAR WEST SIDE,West Side,West Side
4715,TAVERN/LIQUOR STORE,Business,28,NEAR WEST SIDE,West Side,West Side
